order_nr,fpc_id,year,month,day,customer,uom,shipment
,81527644,2016,2,8,TESCO POLAND [2000438544],su,26.4
,81527644,2016,2,15,TESCO POLAND [2000438544],su,79.2
,81527644,2016,2,22,TESCO POLAND [2000438544],su,52.8
,81527644,2016,2,31,TESCO POLAND [2000438544],su,26.4
,81527650,2016,2,1,AUCHAN POLAND [2000422074],su,151.21
,81527650,2016,2,8,AUCHAN POLAND [2000422074],su,226.82
,81527650,2016,2,15,AUCHAN POLAND [2000422074],su,126.01
,81527650,2016,2,22,AUCHAN POLAND [2000422074],su,100.81
,81527650,2016,2,31,AUCHAN POLAND [2000422074],su,75.61
,81527650,2016,2,22,BALTIC LOGISTIC SOLUTIONS [2002785938],su,151.21
,81527650,2016,2,8,"Billa, s.r.o Slovak Rep.",su,25.2
,81527650,2016,2,1,CARREFOUR POLAND [2000551514],su,25.2
,81527650,2016,2,8,CARREFOUR POLAND [2000551514],su,176.41
,81527650,2016,2,15,CARREFOUR POLAND [2000551514],su,75.61
,81527650,2016,2,22,CARREFOUR POLAND [2000551514],su,126.01
,81527650,2016,2,31,CARREFOUR POLAND [2000551514],su,75.61
,81527650,2016,2,31,Esa Logistika s.r.o. Slovak Re,su,25.2
,81527650,2016,2,15,GLYNN AESTHETICS CZECH REPUBLI,su,46.67
,81527650,2016,2,1,HEBE POLAND [2002685311],su,50.4
,81527650,2016,2,1,KAUFLAND POLAND MARKETY [2000571507],su,1033.27
,81527650,2016,2,8,KAUFLAND POLAND MARKETY [2000571507],su,100.81
,81527650,2016,2,22,KAUFLAND POLAND MARKETY [2000571507],su,25.2
,81527650,2016,2,8,LE CLERC POLAND [2000519165],su,25.2
,81527650,2016,2,15,LE CLERC POLAND [2000519165],su,25.2
,81527650,2016,2,22,LE CLERC POLAND [2000519165],su,75.61
,81527650,2016,2,15,MAKRO POLAND [2000341202],su,25.2
,81527650,2016,2,22,MAKRO POLAND [2000341202],su,50.4
,81527650,2016,2,1,NAVO POLAND DISTRIBUTOR [2000561397],su,75.61
,81527650,2016,2,8,NAVO POLAND DISTRIBUTOR [2000561397],su,50.4
,81527650,2016,2,15,NAVO POLAND DISTRIBUTOR [2000561397],su,25.2
,81527650,2016,2,22,NAVO POLAND DISTRIBUTOR [2000561397],su,50.4
,81527650,2016,2,31,NAVO POLAND DISTRIBUTOR [2000561397],su,25.2
,81527650,2016,2,22,Orbico Hungary,su,25.2
,81527650,2016,2,1,Orbico Slovenia,su,50.4
,81527650,2016,2,8,Orbico Slovenia,su,12.6
,81527650,2016,2,15,Orbico Slovenia,su,50.4
,81527650,2016,2,22,Orbico Slovenia,su,75.61
,81527650,2016,2,8,SANITEX ESTONIA [2002730421],su,25.2
,81527650,2016,2,15,SANITEX ESTONIA [2002730421],su,126.01
,81527650,2016,2,22,SANITEX ESTONIA [2002730421],su,126.01
,81527650,2016,2,1,SANITEX LITHUANIA [2002730423],su,126.01
,81527650,2016,2,15,SANITEX LITHUANIA [2002730423],su,126.01
,81527650,2016,2,22,SANITEX LITHUANIA [2002730423],su,75.61
,81527650,2016,2,8,SELGROS POLAND [2000341203],su,100.81
,81527650,2016,2,15,SELGROS POLAND [2000341203],su,100.81
,81527650,2016,2,22,SELGROS POLAND [2000341203],su,75.61
,81527650,2016,2,8,TARKON [2002103008],su,25.2
,81527650,2016,2,1,Tesco Czech Rep.,su,0.93
,81527650,2016,2,15,Tesco Czech Rep.,su,2.33
,81527650,2016,2,22,Tesco Czech Rep.,su,1.87
,81527650,2016,2,1,Tesco Hungary,su,25.2
,81527650,2016,2,8,Tesco Hungary,su,25.2
,81527650,2016,2,15,Tesco Hungary,su,50.4
,81527650,2016,2,1,Tesco Slovak Rep.,su,4.2
,81527650,2016,2,8,Tesco Slovak Rep.,su,19.6
,81527650,2016,2,15,Tesco Slovak Rep.,su,27.07
,81527650,2016,2,22,Tesco Slovak Rep.,su,8.4
,81527662,2016,2,22,Billa Croatia,su,79.2
,81527662,2016,2,8,Drogerie Markt Croatia,su,132
,81527662,2016,2,15,Drogerie Markt Croatia,su,132
,81527662,2016,2,22,Drogerie Markt Croatia,su,79.2
,81527662,2016,2,31,Drogerie Markt Croatia,su,184.8
,81527662,2016,2,8,Konzum Croatia,su,26.4
,81527662,2016,2,8,Metro Croatia,su,7.33
,81527662,2016,2,1,Orbico Croatia,su,26.4
,81527662,2016,2,15,Orbico Croatia,su,237.61
,81527662,2016,2,22,Orbico Croatia,su,264.01
,81527662,2016,2,31,Orbico Croatia,su,132
,81527662,2016,2,1,ROSSMANN POLAND [2000410801],su,712.82
,81527662,2016,2,8,ROSSMANN POLAND [2000410801],su,1372.83
,81527662,2016,2,15,ROSSMANN POLAND [2000410801],su,422.41
,81527662,2016,2,22,ROSSMANN POLAND [2000410801],su,950.42
,81527662,2016,2,8,Spar Croatia,su,26.4
,81527662,2016,2,15,Spar Croatia,su,52.8
,81499210,2016,2,1,Drogerie Markt Hungary,su,25.2
,81499210,2016,2,8,Drogerie Markt Hungary,su,75.6
,81499210,2016,2,15,Drogerie Markt Hungary,su,126
,81499210,2016,2,22,Drogerie Markt Hungary,su,252
,81499210,2016,2,22,Kaufland Czech Rep.,su,226.8
,81499210,2016,2,1,Kaufland Slovak Rep.,su,25.2
,81499210,2016,2,8,Kaufland Slovak Rep.,su,151.2
,81499210,2016,2,15,Kaufland Slovak Rep.,su,12.6
,81499210,2016,2,22,Kaufland Slovak Rep.,su,25.2
,81499210,2016,2,31,Kaufland Slovak Rep.,su,25.2
,81527656,2016,2,8,Ahold Czech Rep.,su,22.4
,81527656,2016,2,15,Ahold Czech Rep.,su,44.8
,81527656,2016,2,1,Auchan Hungary,su,75.91
,81527656,2016,2,8,Auchan Hungary,su,4.98
,81527656,2016,2,15,Auchan Hungary,su,43.55
,81527656,2016,2,22,Auchan Hungary,su,8.09
,81527656,2016,2,31,Auchan Hungary,su,3.73
,81527656,2016,2,1,BALTIC LOGISTIC SOLUTIONS [2002785938],su,44.8
,81527656,2016,2,8,BALTIC LOGISTIC SOLUTIONS [2002785938],su,22.4
,81527656,2016,2,31,BALTIC LOGISTIC SOLUTIONS [2002785938],su,22.4
,81527656,2016,2,1,CARREFOUR POLAND [2000551514],su,134.4
,81527656,2016,2,8,CARREFOUR POLAND [2000551514],su,179.19
,81527656,2016,2,15,CARREFOUR POLAND [2000551514],su,179.19
,81527656,2016,2,22,CARREFOUR POLAND [2000551514],su,89.6
,81527656,2016,2,31,CARREFOUR POLAND [2000551514],su,67.2
,81527656,2016,2,1,Drogerie Markt Czech Rep.,su,44.8
,81527656,2016,2,8,Drogerie Markt Czech Rep.,su,112
,81527656,2016,2,22,Drogerie Markt Czech Rep.,su,67.2
,81527656,2016,2,1,Drogerie Markt Slovak Rep.,su,44.8
,81527656,2016,2,8,Drogerie Markt Slovak Rep.,su,44.8
,81527656,2016,2,22,Drogerie Markt Slovak Rep.,su,156.79
,81527656,2016,2,31,Drogerie Markt Slovak Rep.,su,112
,81527656,2016,2,1,Esa Logistika s.r.o. Slovak Re,su,112
,81527656,2016,2,8,Esa Logistika s.r.o. Slovak Re,su,22.4
,81527656,2016,2,22,Esa Logistika s.r.o. Slovak Re,su,89.6
,81527656,2016,2,1,KAUFLAND POLAND MARKETY [2000571507],su,895.97
,81527656,2016,2,8,KAUFLAND POLAND MARKETY [2000571507],su,44.8
,81527656,2016,2,15,KAUFLAND POLAND MARKETY [2000571507],su,246.39
,81527656,2016,2,22,KAUFLAND POLAND MARKETY [2000571507],su,358.39
,81527656,2016,2,15,Kaufland Croatia,su,89.6
,81527656,2016,2,22,Kaufland Croatia,su,67.2
,81527656,2016,2,31,Kaufland Croatia,su,22.4
,81527656,2016,2,8,Krajcik Emil Slovak Rep.,su,78.4
,81527656,2016,2,22,Krajcik Emil Slovak Rep.,su,67.2
,81527656,2016,2,1,LE CLERC POLAND [2000519165],su,22.4
,81527656,2016,2,8,LE CLERC POLAND [2000519165],su,268.79
,81527656,2016,2,22,LE CLERC POLAND [2000519165],su,67.2
,81527656,2016,2,31,LE CLERC POLAND [2000519165],su,44.8
,81527656,2016,2,1,Makro Czech Rep.,su,236.44
,81527656,2016,2,15,Makro Czech Rep.,su,57.24
,81527656,2016,2,15,Metro Hungary,su,79.02
,81527656,2016,2,22,Metro Hungary,su,78.4
,81527656,2016,2,1,Metro Slovak Rep.,su,41.07
,81527656,2016,2,15,Metro Slovak Rep.,su,4.98
,81527656,2016,2,22,Metro Slovak Rep.,su,0.62
,81527656,2016,2,8,Muller Drogeria Hungary,su,22.4
,81527656,2016,2,15,Muller Drogeria Hungary,su,22.4
,81527656,2016,2,1,NAVO POLAND DISTRIBUTOR [2000561397],su,112
,81527656,2016,2,8,NAVO POLAND DISTRIBUTOR [2000561397],su,44.8
,81527656,2016,2,15,NAVO POLAND DISTRIBUTOR [2000561397],su,134.4
,81527656,2016,2,22,NAVO POLAND DISTRIBUTOR [2000561397],su,67.2
,81527656,2016,2,31,NAVO POLAND DISTRIBUTOR [2000561397],su,44.8
,81527656,2016,2,1,Orbico Slovenia,su,22.4
,81527656,2016,2,8,Orbico Slovenia,su,112
,81527656,2016,2,15,Orbico Slovenia,su,22.4
,81527656,2016,2,22,Orbico Slovenia,su,44.8
,81527656,2016,2,1,PK Solvent Czech Rep.,su,44.8
,81527656,2016,2,8,PK Solvent Czech Rep.,su,89.6
,81527656,2016,2,15,PK Solvent Czech Rep.,su,89.6
,81527656,2016,2,22,PK Solvent Czech Rep.,su,134.4
,81527656,2016,2,31,PK Solvent Czech Rep.,su,44.8
,81527656,2016,2,1,PK Solvent Slovak Rep.,su,44.8
,81527656,2016,2,15,PK Solvent Slovak Rep.,su,22.4
,81527656,2016,2,22,PK Solvent Slovak Rep.,su,22.4
,81527656,2016,2,8,Rossmann Czech Rep.,su,89.6
,81527656,2016,2,31,Rossmann Czech Rep.,su,22.4
,81527656,2016,2,8,Rossmann Hungary,su,44.8
,81527656,2016,2,22,Rossmann Hungary,su,201.59
,81527656,2016,2,1,SANITEX ESTONIA [2002730421],su,44.8
,81527656,2016,2,15,SANITEX LITHUANIA [2002730423],su,67.2
,81527656,2016,2,22,SELGROS POLAND [2000341203],su,67.2
,81527656,2016,2,15,Spar Hungary,su,22.4
,81527656,2016,2,1,TESCO POLAND [2000438544],su,179.19
,81527656,2016,2,8,TESCO POLAND [2000438544],su,268.79
,81527656,2016,2,15,TESCO POLAND [2000438544],su,268.79
,81527656,2016,2,22,TESCO POLAND [2000438544],su,201.59
,81527656,2016,2,31,TESCO POLAND [2000438544],su,22.4
,81527656,2016,2,8,Tesco Czech Rep.,su,37.33
,81527656,2016,2,15,Tesco Czech Rep.,su,93.33
,81527656,2016,2,22,Tesco Czech Rep.,su,44.8
,81527656,2016,2,1,Tesco Slovak Rep.,su,48.53
,81527656,2016,2,8,Tesco Slovak Rep.,su,55.38
,81527656,2016,2,15,Tesco Slovak Rep.,su,54.13
,81527656,2016,2,22,Tesco Slovak Rep.,su,22.4
,81527656,2016,2,31,Tesco Slovak Rep.,su,39.82
,81499735,2016,2,1,Auchan Hungary,su,1
,81499735,2016,2,8,Auchan Hungary,su,4
,81499735,2016,2,15,Auchan Hungary,su,1
,81499735,2016,2,22,Auchan Hungary,su,2
,81499735,2016,2,31,Auchan Hungary,su,1.5
,81499735,2016,2,15,Kaufland Croatia,su,5
,81499735,2016,2,1,Metro Slovak Rep.,su,6
,81499735,2016,2,8,Metro Slovak Rep.,su,2
,81499735,2016,2,1,NAVO POLAND DISTRIBUTOR [2000561397],su,189
,81499735,2016,2,8,NAVO POLAND DISTRIBUTOR [2000561397],su,81
,81499735,2016,2,15,NAVO POLAND DISTRIBUTOR [2000561397],su,27
,81499735,2016,2,15,Rossmann Czech Rep.,su,4
,81499735,2016,2,1,Spar Hungary,su,54
,81499735,2016,2,8,TARKON [2002103008],su,135
,81499735,2016,2,15,TARKON [2002103008],su,54
,81499735,2016,2,22,TARKON [2002103008],su,54
,81499735,2016,2,1,Tesco Slovak Rep.,su,5.5
,81499735,2016,2,8,Tesco Slovak Rep.,su,4.5
,81499735,2016,2,15,Tesco Slovak Rep.,su,8.5
,81499735,2016,2,31,Tesco Slovak Rep.,su,5.5
,81499733,2016,2,31,"Billa, s.r.o Slovak Rep.",su,22.4
,81499733,2016,2,22,CARREFOUR POLAND [2000551514],su,22.4
,81499733,2016,2,1,Drogerie Markt Hungary,su,22.4
,81499733,2016,2,22,Drogerie Markt Hungary,su,22.4
,81499733,2016,2,8,Orbico Hungary,su,26.13
,81499733,2016,2,22,Orbico Hungary,su,67.2
,81499733,2016,2,22,PK Solvent Czech Rep.,su,3.73
,81499733,2016,2,8,Rossmann Hungary,su,22.4
,81407325,2016,2,1,HEBE POLAND [2002685311],su,18.67
,81484106,2016,2,1,AUCHAN POLAND [2000422074],su,31.82
,81484106,2016,2,8,AUCHAN POLAND [2000422074],su,20.85
,81484106,2016,2,15,AUCHAN POLAND [2000422074],su,9.87
,81484106,2016,2,22,AUCHAN POLAND [2000422074],su,21.94
,81484106,2016,2,22,Ahold Czech Rep.,su,140.44
,81484106,2016,2,1,Auchan Hungary,su,197.49
,81484106,2016,2,22,Auchan Hungary,su,61.44
,81484106,2016,2,31,Auchan Hungary,su,1.1
,81484106,2016,2,8,BALTIC LOGISTIC SOLUTIONS [2002785938],su,702.18
,81484106,2016,2,1,Billa Croatia,su,21.94
,81484106,2016,2,8,Billa Croatia,su,70.21
,81484106,2016,2,15,Billa Croatia,su,140.43
,81484106,2016,2,1,"Billa, s.r.o Slovak Rep.",su,14.26
,81484106,2016,2,8,"Billa, s.r.o Slovak Rep.",su,8.78
,81484106,2016,2,15,"Billa, s.r.o Slovak Rep.",su,8.78
,81484106,2016,2,22,"Billa, s.r.o Slovak Rep.",su,18.65
,81484106,2016,2,31,"Billa, s.r.o Slovak Rep.",su,14.26
,81484106,2016,2,1,CARREFOUR POLAND [2000551514],su,16.46
,81484106,2016,2,8,CARREFOUR POLAND [2000551514],su,13.17
,81484106,2016,2,15,CARREFOUR POLAND [2000551514],su,40.59
,81484106,2016,2,22,CARREFOUR POLAND [2000551514],su,26.33
,81484106,2016,2,31,CARREFOUR POLAND [2000551514],su,4.39
,81484106,2016,2,8,Drogerie Markt Croatia,su,140.44
,81484106,2016,2,31,Drogerie Markt Croatia,su,35.11
,81484106,2016,2,1,Drogerie Markt Czech Rep.,su,140.44
,81484106,2016,2,8,Drogerie Markt Hungary,su,105.33
,81484106,2016,2,15,Drogerie Markt Hungary,su,17.55
,81484106,2016,2,22,Drogerie Markt Hungary,su,17.55
,81484106,2016,2,22,Drogerie Markt Slovak Rep.,su,140.44
,81484106,2016,2,1,Esa Logistika s.r.o. Slovak Re,su,140.44
,81484106,2016,2,8,Esa Logistika s.r.o. Slovak Re,su,140.44
,81484106,2016,2,15,Esa Logistika s.r.o. Slovak Re,su,140.44
,81484106,2016,2,22,Esa Logistika s.r.o. Slovak Re,su,140.44
,81484106,2016,2,31,Esa Logistika s.r.o. Slovak Re,su,280.87
,81484106,2016,2,15,GLYNN AESTHETICS CZECH REPUBLI,su,38.4
,81484106,2016,2,31,GLYNN AESTHETICS CZECH REPUBLI,su,43.89
,81484106,2016,2,22,Globus Czech Rep.,su,17.55
,81484106,2016,2,8,KAUFLAND POLAND MARKETY [2000571507],su,140.44
,81484106,2016,2,15,Kaufland Croatia,su,20.84
,81484106,2016,2,22,Kaufland Croatia,su,140.43
,81484106,2016,2,31,Kaufland Croatia,su,140.43
,81484106,2016,2,1,Kaufland Slovak Rep.,su,35.11
,81484106,2016,2,8,Kaufland Slovak Rep.,su,35.11
,81484106,2016,2,15,Kaufland Slovak Rep.,su,17.55
,81484106,2016,2,22,Kaufland Slovak Rep.,su,35.11
,81484106,2016,2,31,Kaufland Slovak Rep.,su,35.11
,81484106,2016,2,31,Konzum Croatia,su,105.33
,81484106,2016,2,1,LE CLERC POLAND [2000519165],su,17.55
,81484106,2016,2,8,LE CLERC POLAND [2000519165],su,6.58
,81484106,2016,2,15,LE CLERC POLAND [2000519165],su,10.97
,81484106,2016,2,22,LE CLERC POLAND [2000519165],su,21.94
,81484106,2016,2,1,MAKRO POLAND [2000341202],su,1.1
,81484106,2016,2,8,MAKRO POLAND [2000341202],su,6.58
,81484106,2016,2,1,Makro Czech Rep.,su,72.41
,81484106,2016,2,8,Makro Czech Rep.,su,4.39
,81484106,2016,2,15,Makro Czech Rep.,su,5.49
,81484106,2016,2,22,Makro Czech Rep.,su,2.19
,81484106,2016,2,31,Makro Czech Rep.,su,1.1
,81484106,2016,2,8,Metro Croatia,su,21.94
,81484106,2016,2,1,Metro Hungary,su,32.91
,81484106,2016,2,8,Metro Hungary,su,28.52
,81484106,2016,2,31,Metro Hungary,su,4.39
,81484106,2016,2,1,Metro Slovak Rep.,su,3.29
,81484106,2016,2,15,Metro Slovak Rep.,su,3.29
,81484106,2016,2,22,Metro Slovak Rep.,su,5.49
,81484106,2016,2,1,Muller Drogeria Hungary,su,35.11
,81484106,2016,2,15,Muller Drogeria Hungary,su,35.11
,81484106,2016,2,1,NAVO POLAND DISTRIBUTOR [2000561397],su,280.87
,81484106,2016,2,22,NAVO POLAND DISTRIBUTOR [2000561397],su,280.87
,81484106,2016,2,1,Orbico Croatia,su,280.87
,81484106,2016,2,22,Orbico Croatia,su,421.31
,81484106,2016,2,31,Orbico Croatia,su,702.18
,81484106,2016,2,1,Orbico Hungary,su,87.77
,81484106,2016,2,8,Orbico Hungary,su,105.33
,81484106,2016,2,15,Orbico Hungary,su,390.59
,81484106,2016,2,22,Orbico Hungary,su,818.48
,81484106,2016,2,1,Orbico Slovenia,su,35.11
,81484106,2016,2,8,Orbico Slovenia,su,105.33
,81484106,2016,2,15,Orbico Slovenia,su,105.33
,81484106,2016,2,22,Orbico Slovenia,su,35.11
,81484106,2016,2,1,PK Solvent Czech Rep.,su,1404.29
,81484106,2016,2,8,PK Solvent Czech Rep.,su,561.72
,81484106,2016,2,15,PK Solvent Czech Rep.,su,140.43
,81484106,2016,2,22,PK Solvent Czech Rep.,su,298.41
,81484106,2016,2,15,PK Solvent Slovak Rep.,su,3.29
,81484106,2016,2,22,PK Solvent Slovak Rep.,su,10.97
,81484106,2016,2,1,POLOMARKET [2001667636],su,35.11
,81484106,2016,2,15,POLOMARKET [2001667636],su,52.66
,81484106,2016,2,22,POLOMARKET [2001667636],su,35.11
,81484106,2016,2,15,Penny Market Czech Rep.,su,140.43
,81484106,2016,2,8,ROSSMANN POLAND [2000410801],su,702.18
,81484106,2016,2,15,ROSSMANN POLAND [2000410801],su,280.87
,81484106,2016,2,22,ROSSMANN POLAND [2000410801],su,140.44
,81484106,2016,2,22,Rossmann Czech Rep.,su,52.66
,81484106,2016,2,8,Rossmann Hungary,su,70.22
,81484106,2016,2,22,Rossmann Hungary,su,70.22
,81484106,2016,2,8,SANITEX ESTONIA [2002730421],su,140.44
,81484106,2016,2,15,SANITEX ESTONIA [2002730421],su,140.44
,81484106,2016,2,15,SANITEX LITHUANIA [2002730423],su,421.31
,81484106,2016,2,22,SANITEX LITHUANIA [2002730423],su,561.75
,81484106,2016,2,1,Spar Hungary,su,17.55
,81484106,2016,2,8,Spar Hungary,su,17.55
,81484106,2016,2,1,TARKON [2002103008],su,175.55
,81484106,2016,2,15,TARKON [2002103008],su,17.55
,81484106,2016,2,1,TESCO POLAND [2000438544],su,52.66
,81484106,2016,2,8,TESCO POLAND [2000438544],su,35.11
,81484106,2016,2,15,TESCO POLAND [2000438544],su,87.77
,81484106,2016,2,22,TESCO POLAND [2000438544],su,35.11
,81484106,2016,2,31,TESCO POLAND [2000438544],su,17.55
,81484106,2016,2,15,Tesco Hungary,su,140.44
,81484106,2016,2,31,Tesco Hungary,su,140.44
,81484106,2016,2,1,Tesco Slovak Rep.,su,44.98
,81484106,2016,2,8,Tesco Slovak Rep.,su,52.66
,81484106,2016,2,15,Tesco Slovak Rep.,su,27.43
,81484106,2016,2,22,Tesco Slovak Rep.,su,79
,81484124,2016,2,1,AUCHAN POLAND [2000422074],su,15.36
,81484124,2016,2,8,AUCHAN POLAND [2000422074],su,460.78
,81484124,2016,2,15,AUCHAN POLAND [2000422074],su,368.63
,81484124,2016,2,22,AUCHAN POLAND [2000422074],su,138.23
,81484124,2016,2,31,AUCHAN POLAND [2000422074],su,276.47
,81484124,2016,2,1,Auchan Hungary,su,245.75
,81484124,2016,2,8,Auchan Hungary,su,122.88
,81484124,2016,2,22,Auchan Hungary,su,30.72
,81484124,2016,2,15,Billa Croatia,su,307.19
,81484124,2016,2,8,CARREFOUR POLAND [2000551514],su,1488.76
,81484124,2016,2,22,CARREFOUR POLAND [2000551514],su,1443.78
,81484124,2016,2,8,Drogerie Markt Croatia,su,122.88
,81484124,2016,2,22,Drogerie Markt Croatia,su,368.63
,81484124,2016,2,31,Drogerie Markt Croatia,su,860.13
,81484124,2016,2,8,Drogerie Markt Czech Rep.,su,983
,81484124,2016,2,8,Drogerie Markt Hungary,su,245.75
,81484124,2016,2,15,Drogerie Markt Hungary,su,122.88
,81484124,2016,2,22,Drogerie Markt Hungary,su,122.88
,81484124,2016,2,1,Drogerie Markt Slovak Rep.,su,122.88
,81484124,2016,2,8,Esa Logistika s.r.o. Slovak Re,su,61.44
,81484124,2016,2,8,Kaufland Slovak Rep.,su,61.44
,81484124,2016,2,15,Kaufland Slovak Rep.,su,61.44
,81484124,2016,2,22,Kaufland Slovak Rep.,su,122.88
,81484124,2016,2,8,LE CLERC POLAND [2000519165],su,9.87
,81484124,2016,2,15,LE CLERC POLAND [2000519165],su,29.62
,81484124,2016,2,22,LE CLERC POLAND [2000519165],su,34.01
,81484124,2016,2,1,MAKRO POLAND [2000341202],su,224.91
,81484124,2016,2,8,MAKRO POLAND [2000341202],su,44.98
,81484124,2016,2,15,MAKRO POLAND [2000341202],su,12.07
,81484124,2016,2,22,MAKRO POLAND [2000341202],su,78.99
,81484124,2016,2,31,MAKRO POLAND [2000341202],su,65.83
,81484124,2016,2,1,Makro Czech Rep.,su,24.14
,81484124,2016,2,8,Makro Czech Rep.,su,17.55
,81484124,2016,2,22,Makro Czech Rep.,su,3.29
,81484124,2016,2,8,Metro Croatia,su,65.83
,81484124,2016,2,1,Metro Slovak Rep.,su,5.49
,81484124,2016,2,8,Metro Slovak Rep.,su,3.29
,81484124,2016,2,15,Metro Slovak Rep.,su,3.29
,81484124,2016,2,22,Metro Slovak Rep.,su,12.07
,81484124,2016,2,15,NAVO POLAND DISTRIBUTOR [2000561397],su,614.38
,81484124,2016,2,22,NAVO POLAND DISTRIBUTOR [2000561397],su,860.13
,81484124,2016,2,15,Orbico Croatia,su,46.08
,81484124,2016,2,22,Orbico Croatia,su,368.63
,81484124,2016,2,31,Orbico Croatia,su,245.75
,81484124,2016,2,1,Orbico Hungary,su,15.36
,81484124,2016,2,8,Orbico Hungary,su,15.36
,81484124,2016,2,15,Orbico Hungary,su,15.36
,81484124,2016,2,8,Orbico Slovenia,su,65.83
,81484124,2016,2,22,Orbico Slovenia,su,93.25
,81484124,2016,2,22,PK Solvent Czech Rep.,su,122.88
,81484124,2016,2,1,PK Solvent Slovak Rep.,su,1.1
,81484124,2016,2,22,PK Solvent Slovak Rep.,su,1.1
,81484124,2016,2,1,ROSSMANN POLAND [2000410801],su,1597.38
,81484124,2016,2,8,ROSSMANN POLAND [2000410801],su,122.88
,81484124,2016,2,22,ROSSMANN POLAND [2000410801],su,245.75
,81484124,2016,2,22,Rossmann Hungary,su,1105.88
,81484124,2016,2,1,SELGROS POLAND [2000341203],su,1950.64
,81484124,2016,2,8,SELGROS POLAND [2000341203],su,552.94
,81484124,2016,2,15,SELGROS POLAND [2000341203],su,506.86
,81484124,2016,2,22,SELGROS POLAND [2000341203],su,15.36
,81484124,2016,2,1,Spar Hungary,su,337.91
,81484124,2016,2,8,Spar Hungary,su,15.36
,81484124,2016,2,8,TARKON [2002103008],su,122.88
,81484124,2016,2,15,TARKON [2002103008],su,245.75
,81484124,2016,2,22,TARKON [2002103008],su,46.08
,81484124,2016,2,1,TESCO POLAND [2000438544],su,1704.89
,81484124,2016,2,8,TESCO POLAND [2000438544],su,3455.87
,81484124,2016,2,15,TESCO POLAND [2000438544],su,890.85
,81484124,2016,2,8,Tesco Slovak Rep.,su,18.65
,81484124,2016,2,15,Tesco Slovak Rep.,su,14.26
,81484124,2016,2,22,Tesco Slovak Rep.,su,6.58
,81484124,2016,2,31,Tesco Slovak Rep.,su,16.46
,81484119,2016,2,1,AUCHAN POLAND [2000422074],su,1161.83
,81484119,2016,2,8,AUCHAN POLAND [2000422074],su,105.32
,81484119,2016,2,15,AUCHAN POLAND [2000422074],su,386.18
,81484119,2016,2,22,AUCHAN POLAND [2000422074],su,561.72
,81484119,2016,2,8,Ahold Czech Rep.,su,140.43
,81484119,2016,2,22,Ahold Czech Rep.,su,280.86
,81484119,2016,2,1,Auchan Hungary,su,4.39
,81484119,2016,2,8,Auchan Hungary,su,6.58
,81484119,2016,2,15,Auchan Hungary,su,143.72
,81484119,2016,2,22,Auchan Hungary,su,12.07
,81484119,2016,2,31,Auchan Hungary,su,2.19
,81484119,2016,2,1,BALTIC LOGISTIC SOLUTIONS [2002785938],su,140.43
,81484119,2016,2,22,BALTIC LOGISTIC SOLUTIONS [2002785938],su,140.43
,81484119,2016,2,8,Billa Croatia,su,21.94
,81484119,2016,2,15,Billa Croatia,su,32.91
,81484119,2016,2,22,Billa Croatia,su,280.86
,81484119,2016,2,1,"Billa, s.r.o Slovak Rep.",su,29.62
,81484119,2016,2,8,"Billa, s.r.o Slovak Rep.",su,48.27
,81484119,2016,2,15,"Billa, s.r.o Slovak Rep.",su,27.43
,81484119,2016,2,22,"Billa, s.r.o Slovak Rep.",su,215.03
,81484119,2016,2,31,"Billa, s.r.o Slovak Rep.",su,52.66
,81484119,2016,2,1,CARREFOUR POLAND [2000551514],su,228.2
,81484119,2016,2,8,CARREFOUR POLAND [2000551514],su,254.53
,81484119,2016,2,15,CARREFOUR POLAND [2000551514],su,165.66
,81484119,2016,2,22,CARREFOUR POLAND [2000551514],su,100.93
,81484119,2016,2,31,CARREFOUR POLAND [2000551514],su,17.55
,81484119,2016,2,1,Drogerie Markt Slovak Rep.,su,70.21
,81484119,2016,2,8,Esa Logistika s.r.o. Slovak Re,su,35.11
,81484119,2016,2,22,Esa Logistika s.r.o. Slovak Re,su,105.32
,81484119,2016,2,1,Globus Czech Rep.,su,1263.86
,81484119,2016,2,15,Globus Czech Rep.,su,87.77
,81484119,2016,2,22,Globus Czech Rep.,su,140.43
,81484119,2016,2,1,HEBE POLAND [2002685311],su,38.4
,81484119,2016,2,1,KAUFLAND POLAND MARKETY [2000571507],su,2527.72
,81484119,2016,2,8,KAUFLAND POLAND MARKETY [2000571507],su,140.43
,81484119,2016,2,22,KAUFLAND POLAND MARKETY [2000571507],su,140.43
,81484119,2016,2,31,KAUFLAND POLAND MARKETY [2000571507],su,140.43
,81484119,2016,2,8,Kaufland Czech Rep.,su,140.43
,81484119,2016,2,8,LE CLERC POLAND [2000519165],su,280.86
,81484119,2016,2,15,LE CLERC POLAND [2000519165],su,140.43
,81484119,2016,2,1,MAKRO POLAND [2000341202],su,13.17
,81484119,2016,2,8,MAKRO POLAND [2000341202],su,10.97
,81484119,2016,2,15,MAKRO POLAND [2000341202],su,5.49
,81484119,2016,2,1,Makro Czech Rep.,su,3.29
,81484119,2016,2,8,Makro Czech Rep.,su,2.19
,81484119,2016,2,15,Makro Czech Rep.,su,10.97
,81484119,2016,2,22,Makro Czech Rep.,su,2.19
,81484119,2016,2,22,Metro Croatia,su,21.94
,81484119,2016,2,1,Metro Hungary,su,8.78
,81484119,2016,2,22,Metro Hungary,su,8.78
