order_nr,fpc_id,year,month,day,customer,uom,shipment
,81527652,2016,2,15,LE CLERC POLAND [2000519165],su,84
,81527652,2016,2,22,LE CLERC POLAND [2000519165],su,294
,81527652,2016,2,1,NAVO POLAND DISTRIBUTOR [2000561397],su,378
,81527652,2016,2,8,NAVO POLAND DISTRIBUTOR [2000561397],su,672
,81527652,2016,2,15,NAVO POLAND DISTRIBUTOR [2000561397],su,42
,81527652,2016,2,22,NAVO POLAND DISTRIBUTOR [2000561397],su,252
,81527652,2016,2,31,NAVO POLAND DISTRIBUTOR [2000561397],su,168
,81527652,2016,2,15,Orbico Slovenia,su,42
,81527652,2016,2,22,Orbico Slovenia,su,42
,81527652,2016,2,8,PMI POLAND [2000876714],su,126
,81527652,2016,2,1,SANITEX ESTONIA [2002730421],su,84
,81527652,2016,2,8,SANITEX ESTONIA [2002730421],su,42
,81527652,2016,2,22,SANITEX ESTONIA [2002730421],su,42
,81527652,2016,2,8,SELGROS POLAND [2000341203],su,42
,81527652,2016,2,22,SELGROS POLAND [2000341203],su,42
,81527652,2016,2,1,TESCO POLAND [2000438544],su,84
,81527652,2016,2,8,TESCO POLAND [2000438544],su,252
,81527652,2016,2,15,TESCO POLAND [2000438544],su,168
,81527652,2016,2,22,TESCO POLAND [2000438544],su,168
,81527652,2016,2,31,TESCO POLAND [2000438544],su,42
,81499709,2016,2,15,BALTIC LOGISTIC SOLUTIONS [2002785938],su,39.2
,81499709,2016,2,1,"Billa, s.r.o Slovak Rep.",su,39.2
,81499709,2016,2,22,CARREFOUR POLAND [2000551514],su,39.2
,81499709,2016,2,8,Drogerie Markt Croatia,su,117.6
,81499709,2016,2,8,Drogerie Markt Czech Rep.,su,78.4
,81499709,2016,2,22,Drogerie Markt Czech Rep.,su,39.2
,81499709,2016,2,1,Drogerie Markt Hungary,su,156.8
,81499709,2016,2,8,Drogerie Markt Hungary,su,78.4
,81499709,2016,2,22,Drogerie Markt Hungary,su,39.2
,81499709,2016,2,15,Drogerie Markt Slovak Rep.,su,78.4
,81499709,2016,2,22,Drogerie Markt Slovak Rep.,su,39.2
,81499709,2016,2,1,Esa Logistika s.r.o. Slovak Re,su,28
,81499709,2016,2,8,Muller Drogeria Hungary,su,39.2
,81499709,2016,2,15,Orbico Croatia,su,2.8
,81499709,2016,2,1,Orbico Hungary,su,117.6
,81499709,2016,2,8,Orbico Hungary,su,123.2
,81499709,2016,2,15,Orbico Hungary,su,184.8
,81499709,2016,2,22,Orbico Hungary,su,196
,81499709,2016,2,1,PK Solvent Czech Rep.,su,39.2
,81499709,2016,2,1,PK Solvent Slovak Rep.,su,0.93
,81499709,2016,2,8,PK Solvent Slovak Rep.,su,0.93
,81499709,2016,2,8,Rossmann Hungary,su,78.4
,81499709,2016,2,22,Rossmann Hungary,su,78.4
,81499709,2016,2,1,SANITEX LITHUANIA [2002730423],su,39.2
,81499709,2016,2,22,SANITEX LITHUANIA [2002730423],su,39.2
,81530069,2016,2,22,Esa Logistika s.r.o. Slovak Re,su,4.12
,81530069,2016,2,1,Tesco Hungary,su,296.81
,81530069,2016,2,8,Tesco Hungary,su,519.41
,81530069,2016,2,15,Tesco Hungary,su,272.07
,81530069,2016,2,22,Tesco Hungary,su,49.47
,81530069,2016,2,31,Tesco Hungary,su,445.21
,81530069,2016,2,1,Tesco Slovak Rep.,su,616.58
,81528073,2016,2,1,BALTIC LOGISTIC SOLUTIONS [2002785938],su,123.67
,81528073,2016,2,1,Esa Logistika s.r.o. Slovak Re,su,24.73
,81528073,2016,2,22,Esa Logistika s.r.o. Slovak Re,su,49.47
,81528073,2016,2,1,TESCO POLAND [2000438544],su,2423.91
,81528073,2016,2,15,TESCO POLAND [2000438544],su,173.14
,81528073,2016,2,22,TESCO POLAND [2000438544],su,5218.83
,81528073,2016,2,31,TESCO POLAND [2000438544],su,1137.75
,81558022,2016,2,8,Tesco Slovak Rep.,su,147.23
,81558022,2016,2,15,Tesco Slovak Rep.,su,314.47
,81499861,2016,2,1,Drogerie Markt Slovak Rep.,su,58.66
,81499861,2016,2,8,Drogerie Markt Slovak Rep.,su,117.33
,81499861,2016,2,1,Globus Czech Rep.,su,88
,81499861,2016,2,8,Globus Czech Rep.,su,234.66
,81499861,2016,2,22,Orbico Hungary,su,410.65
,81499861,2016,2,1,Orbico Slovenia,su,58.66
,81499861,2016,2,8,Orbico Slovenia,su,58.66
,81499861,2016,2,22,Orbico Slovenia,su,29.33
,81499861,2016,2,1,PK Solvent Czech Rep.,su,29.33
,81499861,2016,2,22,PK Solvent Czech Rep.,su,58.66
,81499861,2016,2,22,PK Solvent Slovak Rep.,su,29.33
,81499861,2016,2,8,Spar Hungary,su,197.99
,81499861,2016,2,31,Spar Hungary,su,-4.4
,81499617,2016,2,1,BALTIC LOGISTIC SOLUTIONS [2002785938],su,234.66
,81499617,2016,2,15,BALTIC LOGISTIC SOLUTIONS [2002785938],su,88
,81499617,2016,2,15,CARREFOUR POLAND [2000551514],su,29.33
,81499617,2016,2,15,Drogerie Markt Slovak Rep.,su,117.33
,81499617,2016,2,22,Drogerie Markt Slovak Rep.,su,146.66
,81499617,2016,2,31,Drogerie Markt Slovak Rep.,su,205.32
,81499617,2016,2,1,Esa Logistika s.r.o. Slovak Re,su,29.33
,81499617,2016,2,22,Esa Logistika s.r.o. Slovak Re,su,29.33
,81499617,2016,2,1,Globus Czech Rep.,su,1613.26
,81499617,2016,2,8,Globus Czech Rep.,su,791.96
,81499617,2016,2,8,NAVO POLAND DISTRIBUTOR [2000561397],su,263.99
,81499617,2016,2,1,Orbico Croatia,su,117.33
,81499617,2016,2,15,SANITEX ESTONIA [2002730421],su,146.66
,81499617,2016,2,22,SANITEX ESTONIA [2002730421],su,175.99
,81499617,2016,2,15,SANITEX LITHUANIA [2002730423],su,351.98
,81558025,2016,2,1,Auchan Hungary,su,117.33
,81558025,2016,2,15,Auchan Hungary,su,29.33
,81558025,2016,2,22,Auchan Hungary,su,58.66
,81558025,2016,2,8,Globus Czech Rep.,su,58.66
,81558025,2016,2,15,Globus Czech Rep.,su,29.33
,81558025,2016,2,8,Krajcik Emil Slovak Rep.,su,234.66
,81558025,2016,2,1,Muller Drogeria Hungary,su,607.17
,81558025,2016,2,8,Muller Drogeria Hungary,su,184.79
,81558025,2016,2,8,Orbico Croatia,su,29.33
,81558025,2016,2,8,Orbico Slovenia,su,29.33
,81558025,2016,2,15,Orbico Slovenia,su,29.33
,81558025,2016,2,8,PK Solvent Czech Rep.,su,29.33
,81558025,2016,2,15,PK Solvent Slovak Rep.,su,29.33
,81558025,2016,2,15,Rossmann Hungary,su,1290.61
,81558025,2016,2,22,Rossmann Hungary,su,469.31
,81558025,2016,2,1,Spar Hungary,su,322.65
,81530091,2016,2,8,Esa Logistika s.r.o. Slovak Re,su,8.17
,81530091,2016,2,1,Metro Slovak Rep.,su,38.38
,81530091,2016,2,8,Metro Slovak Rep.,su,6.53
,81530091,2016,2,15,Metro Slovak Rep.,su,4.08
,81530091,2016,2,22,Metro Slovak Rep.,su,1.63
,81530091,2016,2,1,PK Solvent Czech Rep.,su,498.19
,81530091,2016,2,8,PK Solvent Czech Rep.,su,392.02
,81530091,2016,2,15,PK Solvent Czech Rep.,su,498.19
,81530091,2016,2,22,PK Solvent Czech Rep.,su,490.02
,81530091,2016,2,31,PK Solvent Czech Rep.,su,32.67
,81528081,2016,2,22,Drogerie Markt Slovak Rep.,su,816.7
,81528081,2016,2,22,Esa Logistika s.r.o. Slovak Re,su,32.67
,81528081,2016,2,1,NAVO POLAND DISTRIBUTOR [2000561397],su,228.68
,81528081,2016,2,8,NAVO POLAND DISTRIBUTOR [2000561397],su,228.68
,81528081,2016,2,15,NAVO POLAND DISTRIBUTOR [2000561397],su,98
,81528081,2016,2,22,NAVO POLAND DISTRIBUTOR [2000561397],su,411.62
,81528081,2016,2,22,Orbico Croatia,su,32.67
,81530062,2016,2,1,Muller Drogeria Hungary,su,27
,81530062,2016,2,8,Muller Drogeria Hungary,su,108
,81530062,2016,2,15,Muller Drogeria Hungary,su,27
,81530062,2016,2,1,PK Solvent Czech Rep.,su,27
,81530062,2016,2,22,PK Solvent Czech Rep.,su,27
,81528067,2016,2,15,BALTIC LOGISTIC SOLUTIONS [2002785938],su,405
,81528067,2016,2,8,Drogerie Markt Croatia,su,54
,81528067,2016,2,31,Drogerie Markt Croatia,su,27
,81528067,2016,2,8,NAVO POLAND DISTRIBUTOR [2000561397],su,54
,81528067,2016,2,22,NAVO POLAND DISTRIBUTOR [2000561397],su,27
,81528067,2016,2,1,Orbico Slovenia,su,702
,81528067,2016,2,8,Orbico Slovenia,su,891
,81528067,2016,2,1,SANITEX ESTONIA [2002730421],su,27
,81528067,2016,2,8,SANITEX ESTONIA [2002730421],su,216
,81528067,2016,2,15,SANITEX ESTONIA [2002730421],su,81
,81528067,2016,2,15,SANITEX LITHUANIA [2002730423],su,81
,81528067,2016,2,22,SANITEX LITHUANIA [2002730423],su,594
,81558029,2016,2,1,AUCHAN POLAND [2000422074],su,54
,81558029,2016,2,22,AUCHAN POLAND [2000422074],su,27
,81558029,2016,2,8,MAKRO POLAND [2000341202],su,27
,81558029,2016,2,15,MAKRO POLAND [2000341202],su,27
,81558029,2016,2,22,MAKRO POLAND [2000341202],su,27
,81558029,2016,2,8,SELGROS POLAND [2000341203],su,108
,81558029,2016,2,15,SELGROS POLAND [2000341203],su,270
,81558029,2016,2,22,SELGROS POLAND [2000341203],su,270
,81558029,2016,2,31,SELGROS POLAND [2000341203],su,27
,81529506,2016,2,8,Kaufland Czech Rep.,su,26.68
,81529506,2016,2,1,Kaufland Slovak Rep.,su,26.68
,81529506,2016,2,8,Kaufland Slovak Rep.,su,45.73
,81529506,2016,2,15,Kaufland Slovak Rep.,su,26.68
,81529506,2016,2,31,Kaufland Slovak Rep.,su,22.86
,81527641,2016,2,8,Kaufland Czech Rep.,su,3467.83
,81527641,2016,2,1,TESCO POLAND [2000438544],su,26.68
,81527641,2016,2,8,TESCO POLAND [2000438544],su,53.35
,81527641,2016,2,31,TESCO POLAND [2000438544],su,26.68
,81529511,2016,2,22,Ahold Czech Rep.,su,162.39
,81529511,2016,2,8,Billa Czech Rep.,su,730.75
,81529511,2016,2,22,Billa Czech Rep.,su,54.13
,81529511,2016,2,1,"Billa, s.r.o Slovak Rep.",su,27.06
,81529511,2016,2,8,"Billa, s.r.o Slovak Rep.",su,108.26
,81529511,2016,2,15,"Billa, s.r.o Slovak Rep.",su,27.06
,81529511,2016,2,22,"Billa, s.r.o Slovak Rep.",su,201.05
,81529511,2016,2,31,"Billa, s.r.o Slovak Rep.",su,27.06
,81529511,2016,2,22,Esa Logistika s.r.o. Slovak Re,su,27.06
,81529511,2016,2,15,GLYNN AESTHETICS CZECH REPUBLI,su,273.87
,81529511,2016,2,31,GLYNN AESTHETICS CZECH REPUBLI,su,96.66
,81529511,2016,2,15,Orbico Hungary,su,27.06
,81529511,2016,2,22,Orbico Hungary,su,81.19
,81529511,2016,2,1,Orbico Slovenia,su,27.06
,81529511,2016,2,8,Orbico Slovenia,su,27.06
,81529511,2016,2,15,Orbico Slovenia,su,54.13
,81529511,2016,2,22,Orbico Slovenia,su,54.13
,81529511,2016,2,1,PK Solvent Slovak Rep.,su,0.64
,81529511,2016,2,1,Tesco Hungary,su,27.06
,81529511,2016,2,8,Tesco Hungary,su,27.06
,81529511,2016,2,15,Tesco Hungary,su,54.13
,81529511,2016,2,1,Tesco Slovak Rep.,su,17.4
,81529511,2016,2,8,Tesco Slovak Rep.,su,44.46
,81529511,2016,2,15,Tesco Slovak Rep.,su,40.6
,81529511,2016,2,22,Tesco Slovak Rep.,su,19.33
,81529511,2016,2,31,Tesco Slovak Rep.,su,30.29
