fpc,description,it_ean,sw_ean,cs_ean,pt_ean,cpg,category,brand,optima_lineup,family3,phase_in_date,phase_out_date,predecessor,successor
81611064,PA PC PRNC S2 2x96 JP CE TAR {CS} [81611064] (4015400743231),4015400743231,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81611065,PA PC PRNC S3 2x80 JP CE TAR {CS} [81611065] (4015400507482),4015400507482,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81611066,PA PC PRNC S4 2x66 JP CE TAR {CS} [81611066] (4015400507512),4015400507512,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81611067,PA PC PRNC S5 2x56 JP CE TAR {CS} [81611067] (4015400507543),4015400507543,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81532772,PA PC BF6 S3 1x120 MB CEE TAR {CS} [81532772] (4015400489368),4015400489368,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81532773,PA PC BF6 S4 1x104 MB CEE TAR {CS} [81532773] (4015400489375),4015400489375,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81532774,PA PC BF6 S5 1x88 MB CEE TAR {CS} [81532774] (4015400541806),4015400541806,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81588415,PA PC BF6 S3 1x120 MB CEE EUS {CS} [81588415] (4015400489368),4015400489368,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81611069,PA PC PRNC S2 1x148 MB CE TAR {CS} [81611069] (4015400770268),4015400770268,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81611070,PA PC PRNC S3 1x120 MB CE TAR {CS} [81611070] (4015400489368),4015400489368,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81611071,PA PC PRNC S4 1x104 MB CE TAR {CS} [81611071] (4015400489375),4015400489375,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81611073,PA PC PRNC S5 1x88 MB CE TAR {CS} [81611073] (4015400541806),4015400541806,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81559718,PA SRP PC BF6 (S1 88+S2 80) VP CEN {CS} [81559718] (4015400817659),4015400817659,0,0,0,r,DPR,Premium,Premium Value Pack SRP,Premium Value Pack SRP,2018.01.01,2019.12.31,,
81559719,PA SRP PC BF6 (S1 88+S2 80) VP CES {CS} [81559719] (4015400817659),4015400817659,0,0,0,r,DPR,Premium,Premium Value Pack SRP,Premium Value Pack SRP,2018.01.01,2019.12.31,,
81559720,PA SRP 2xPC BF6 S2 2x80 VP CES {CS} [81559720] (4015400817710),4015400817710,0,0,0,r,DPR,Premium,Premium Value Pack SRP,Premium Value Pack SRP,2018.01.01,2019.12.31,,
81559721,PA SRP 2xPC BF6 S2 2x80 VP CEN {CS} [81559721] (4015400817710),4015400817710,0,0,0,r,DPR,Premium,Premium Value Pack SRP,Premium Value Pack SRP,2018.01.01,2019.12.31,,
81532682,PA PC BF6 S0 4x30 SMP CEE TAR {CS} [81532682] (4015400536840),4015400536840,0,0,0,r,DPR,Premium,Premium Small Pack,Premium Small Pack,2018.01.01,2019.12.31,,
81532764,PA PC BF6 S1 6x22 SMP CEE TAR {CS} [81532764] (4015400687689),4015400687689,0,0,0,r,DPR,Premium,Premium Small Pack,Premium Small Pack,2018.01.01,2019.12.31,,
81532765,PA PC BF6 S2 6x22 SMP CEE TAR {CS} [81532765] (4015400687726),4015400687726,0,0,0,r,DPR,Premium,Premium Small Pack,Premium Small Pack,2018.01.01,2019.12.31,,
81565495,PA PC BF6 S1 6x22 SMP CEE TAR Rev {CS} [81565495] (4015400687689),4015400687689,0,0,0,r,DPR,Premium,Premium Small Pack,Premium Small Pack,2018.01.01,2019.12.31,,
81611053,PA PC PRNC S1 6x22 SMP CE TAR {CS} [81611053] (4015400687689),4015400687689,0,0,0,r,DPR,Premium,Premium Small Pack,Premium Small Pack,2018.01.01,2019.12.31,,
81611054,PA PC PRNC S2 6x22 SMP CE TAR {CS} [81611054] (4015400687726),4015400687726,0,0,0,r,DPR,Premium,Premium Small Pack,Premium Small Pack,2018.01.01,2019.12.31,,
81612254,PA PC PRNC S0 4x30 SMP CEET TAR {CS} [81612254] (4015400536840),4015400536840,0,0,0,r,DPR,Premium,Premium Small Pack,Premium Small Pack,2018.01.01,2019.12.31,,
81531172,PA PC BF6 S5 2x44 VP CEE TAR {CS} [81531172] (4015400746423),4015400746423,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81532775,PA PC BF6 S1 2x88 VP CEE TAR {CS} [81532775] (4015400741596),4015400741596,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81532776,PA PC BF6 S2 2x80 VP CEE TAR {CS} [81532776] (4015400741626),4015400741626,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81532777,PA PC BF6 S3 3x60 VP CEE TAR {CS} [81532777] (4015400741657),4015400741657,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81566451,PA PC BF6 S4 2x52 VP CEE TAR Rev {CS} [81566451] (4015400912965),4015400912965,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81588416,PA PC BF6 S3 3x60 VP CEE EUS {CS} [81588416] (4015400741657),4015400741657,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81611058,PA PC PRNC S1 2x88 VP CE TAR {CS} [81611058] (4015400741596),4015400741596,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81611059,PA PC PRNC S2 2x80 VP CE TAR {CS} [81611059] (4015400741626),4015400741626,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81611060,PA PC PRNC S3 3x60 VP CE TAR {CS} [81611060] (4015400741657),4015400741657,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81611061,PA PC PRNC S4 2x52 VP CE TAR {CS} [81611061] (4015400912965),4015400912965,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81611062,PA PC PRNC S5 2x44 VP CE TAR {CS} [81611062] (4015400746423),4015400746423,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81494320,PA PremCare BT20 S4 3x52 VP CEE TAR {CS} [81494320] (4015400490555),4015400490555,0,0,0,r,DPR,Premium,Premium Value Pack,Premium Value Pack,2018.01.01,2019.12.31,,
81629722,PA PC PRNC S3 2x80 JP CE EUS {CS} [81629722] (4015400507482),4015400507482,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81512263,PA Sleep&Play SS5P S3 2x78 JP CEE {CS} [81512263] (4015400203513),4015400203513,0,0,0,r,DPR,S&P,S&P Jumbo Pack,S&P Jumbo Pack,2018.01.01,2019.12.31,,
81512266,PA Sleep&Play SS5P S4 2x68 JP CEE {CS} [81512266] (4015400203544),4015400203544,0,0,0,r,DPR,S&P,S&P Jumbo Pack,S&P Jumbo Pack,2018.01.01,2019.12.31,,
81512269,PA Sleep&Play SS5P S5 2x58 JP CEE {CS} [81512269] (4015400203575),4015400203575,0,0,0,r,DPR,S&P,S&P Jumbo Pack,S&P Jumbo Pack,2018.01.01,2019.12.31,,
81566410,PA Sleep&Play SF6 S3 3x78 JP CEE {CS} [81566410] (4015400912491),4015400912491,0,0,0,r,DPR,S&P,S&P Jumbo Pack,S&P Jumbo Pack,2018.01.01,2019.12.31,,
81566414,PA Sleep&Play SF6 S4 3x68 JP CEE {CS} [81566414] (4015400912583),4015400912583,0,0,0,r,DPR,S&P,S&P Jumbo Pack,S&P Jumbo Pack,2018.01.01,2019.12.31,,
81512246,PA Sleep&Play SS5P S3 2x58 VP CEE {CS} [81512246] (4015400224204),4015400224204,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81512252,PA Sleep&Play SS5P S4 3x50 VP CEE {CS} [81512252] (4015400644187),4015400644187,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81512258,PA Sleep&Play SS5P S5 2x42 VP CEE {CS} [81512258] (4015400224051),4015400224051,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81566411,PA Sleep&Play SF6 S3 3x58 VP CEE {CS} [81566411] (4015400912521),4015400912521,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81566415,PA Sleep&Play SF6 S4 4x50 VP CEE {CS} [81566415] (4015400912613),4015400912613,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81566660,PA Sleep&Play SF6 S5 4x42 VP CEE {CS} [81566660] (4015400912668),4015400912668,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81448298,PA Sleep&Play SS5 S3 2x78 JP CEE NOV {CS} [81448298] (4015400203513),4015400203513,0,0,0,r,DPR,S&P,S&P Jumbo Pack,S&P Jumbo Pack,2018.01.01,2019.12.31,,
81448305,PA Sleep&Play SS5 S4 2x68 JP CEE NOV {CS} [81448305] (4015400203544),4015400203544,0,0,0,r,DPR,S&P,S&P Jumbo Pack,S&P Jumbo Pack,2018.01.01,2019.12.31,,
81617898,PA SP SF6 S5 3x58 JP CEE rev {CS} [81617898] (8001090277978),8001090277978,0,0,0,r,DPR,S&P,S&P Jumbo Pack,S&P Jumbo Pack,2018.01.01,2019.12.31,,
81563390,PA BW SN AR3 12x56 GIGA CEEMEA exEUS {CS} [81563390] (4015400622284),4015400622284,0,0,0,r,BWP,Wipes,Wipes 12x,Wipes 12x,2018.01.01,2019.12.31,,
81563391,PA BW SN AR3 12x56 GIGA CEEMEA exMQZ {CS} [81563391] (),4015400622284,0,0,0,r,BWP,Wipes,Wipes 12x,Wipes 12x,2018.01.01,2019.12.31,,
81565072,PA BW FC AR3 12x64 GIGA CEEMEA exEUS {CS} [81565072] (),4015400622598,0,0,0,r,BWP,Wipes,Wipes 12x,Wipes 12x,2018.01.01,2019.12.31,,
81565073,PA BW FC AR3 12x64 GIGA CEEMEA exMQZ {CS} [81565073] (4015400622598),4015400622598,0,0,0,r,BWP,Wipes,Wipes 12x,Wipes 12x,2018.01.01,2019.12.31,,
81483194,PA BW NC FF AR2 12x64 SRP CEEMEA exEUS {CS} [81483194] (4015400636946),4015400636946,0,0,0,r,BWP,Wipes,Wipes 1x,Wipes 1x,2018.01.01,2019.12.31,,
81483375,PA BW SN AR2 12x56 LID SRP CEEMEA exMQZ {CS} [81483375] (4015400636601),4015400636601,0,0,0,r,BWP,Wipes,Wipes 1x,Wipes 1x,2018.01.01,2019.12.31,,
81483414,PA BW SN AR2 12x56 LID SRP CEEMEA exEUS {CS} [81483414] (4015400636601),4015400636601,0,0,0,r,BWP,Wipes,Wipes 1x,Wipes 1x,2018.01.01,2019.12.31,,
81484106,PA BW FC AR2 12x64 SRP CEEMEA exMQZ {CS} [81484106] (4015400439103),4015400439103,0,0,0,r,BWP,Wipes,Wipes 1x,Wipes 1x,2018.01.01,2019.12.31,,
81550638,PA BW FC AR3 12x64 LID SRP CEEMEA exEUS {CS} [81550638] (4015400439103),4015400439103,0,0,0,r,BWP,Wipes,Wipes 1x,Wipes 1x,2018.01.01,2019.12.31,,
81550639,PA BW FC AR3 12x64 LID SRP CEEMEA exMQZ {CS} [81550639] (4015400439103),4015400439103,0,0,0,r,BWP,Wipes,Wipes 1x,Wipes 1x,2018.01.01,2019.12.31,,
81551155,PA BW SN AR3 12x56 LID SRP CEEMEA exMQZ {CS} [81551155] (4015400636632),4015400636632,0,0,0,r,BWP,Wipes,Wipes 1x,Wipes 1x,2018.01.01,2019.12.31,,
81551156,PA BW SN AR3 12x56 LID SRP CEEMEA exEUS {CS} [81551156] (4015400636632),4015400636632,0,0,0,r,BWP,Wipes,Wipes 1x,Wipes 1x,2018.01.01,2019.12.31,,
81554148,PA BW NC FF AR3 12x64 LID SRP CEEMEA EUS {CS} [81554148] (4015400636823),4015400636823,0,0,0,r,BWP,Wipes,Wipes 1x,Wipes 1x,2018.01.01,2019.12.31,,
81491726,PA BW SN NB AR2 12x54 LID SRP CEEMEA {CS} [81491726] (4015400686095),4015400686095,0,0,0,r,BWP,Wipes,Wipes 1x - NewBorn,Wipes 1x - NewBorn,2018.01.01,2019.12.31,,
81554146,PA BW SN NB AR3 12x54 LID SRP CEEMEA {CS} [81554146] (4015400686095),4015400686095,0,0,0,r,BWP,Wipes,Wipes 1x - NewBorn,Wipes 1x - NewBorn,2018.01.01,2019.12.31,,
81483196,PA BW NC FF AR2 6X2X64 SRP CEEMEA exEUS {CS} [81483196] (4015400637004),4015400637004,0,0,0,r,BWP,Wipes,Wipes 2x,Wipes 2x,2018.01.01,2019.12.31,,
81483376,PA BW SN AR2 6x2x56 SRP CEEMEA exMQZ {CS} [81483376] (4015400636663),4015400636663,0,0,0,r,BWP,Wipes,Wipes 2x,Wipes 2x,2018.01.01,2019.12.31,,
81483430,PA BW SN AR2 6x2x56 SRP CEEMEA exEUS {CS} [81483430] (4015400636663),4015400636663,0,0,0,r,BWP,Wipes,Wipes 2x,Wipes 2x,2018.01.01,2019.12.31,,
81484113,PA BW FC AR2 6x2x64 SRP CEEMEA exMQZ {CS} [81484113] (4015400439196),4015400439196,0,0,0,r,BWP,Wipes,Wipes 2x,Wipes 2x,2018.01.01,2019.12.31,,
81550640,PA BW FC AR3 6x2x64 SRP CEEMEA exEUS {CS} [81550640] (4015400439196),4015400439196,0,0,0,r,BWP,Wipes,Wipes 2x,Wipes 2x,2018.01.01,2019.12.31,,
81550641,PA BW FC AR3 6x2x64 SRP CEEMEA exMQZ {CS} [81550641] (4015400439196),4015400439196,0,0,0,r,BWP,Wipes,Wipes 2x,Wipes 2x,2018.01.01,2019.12.31,,
81551157,PA BW SN AR3 6x2x56 SRP CEEMEA exMQZ {CS} [81551157] (4015400636663),4015400636663,0,0,0,r,BWP,Wipes,Wipes 2x,Wipes 2x,2018.01.01,2019.12.31,,
81551158,PA BW SN AR3 6x2x56 SRP CEEMEA exEUS {CS} [81551158] (4015400636663),4015400636663,0,0,0,r,BWP,Wipes,Wipes 2x,Wipes 2x,2018.01.01,2019.12.31,,
81554149,PA BW NC FF AR3 6X2X64 SRP CEEMEA exEUS {CS} [81554149] (4015400637004),4015400637004,0,0,0,r,BWP,Wipes,Wipes 2x,Wipes 2x,2018.01.01,2019.12.31,,
81483197,PA BW NC FF AR2 3X4X64 SRP CEEMEA exEUS {CS} [81483197] (4015400637035),4015400637035,0,0,0,r,BWP,Wipes,Wipes 4x,Wipes 4x,2018.01.01,2019.12.31,,
81483377,PA BW SN AR2 3x4x56 SRP CEEMEA exMQZ {CS} [81483377] (4015400636700),4015400636700,0,0,0,r,BWP,Wipes,Wipes 4x,Wipes 4x,2018.01.01,2019.12.31,,
81484119,PA BW FC AR2 3x4x64 SRP CEEMEA exMQZ {CS} [81484119] (4015400439257),4015400439257,0,0,0,r,BWP,Wipes,Wipes 4x,Wipes 4x,2018.01.01,2019.12.31,,
81551132,PA BW FC AR3 3x4x64 SRP CEEMEA exEUS {CS} [81551132] (4015400622727),4015400622727,0,0,0,r,BWP,Wipes,Wipes 4x,Wipes 4x,2018.01.01,2019.12.31,,
81551133,PA BW FC AR3 3x4x64 SRP CEEMEA exMQZ {CS} [81551133] (4015400622727),4015400622727,0,0,0,r,BWP,Wipes,Wipes 4x,Wipes 4x,2018.01.01,2019.12.31,,
81551844,PA BW SN AR3 3x4x56 SRP CEEMEA exMQZ {CS} [81551844] (4015400622062),4015400622062,0,0,0,r,BWP,Wipes,Wipes 4x,Wipes 4x,2018.01.01,2019.12.31,,
81551845,PA BW SN AR3 3x4x56 SRP CEEMEA exEUS {CS} [81551845] (4015400622062),4015400622062,0,0,0,r,BWP,Wipes,Wipes 4x,Wipes 4x,2018.01.01,2019.12.31,,
81554446,PA BW NC FF AR3 3X4X64 SRP EMEA {CS} [81554446] (4015400622475),4015400622475,0,0,0,r,BWP,Wipes,Wipes 4x,Wipes 4x,2018.01.01,2019.12.31,,
81483410,PA BW SN AR2 2x6x56 SRP CEEMEA exMQZ {CS} [81483410] (4015400636731),4015400636731,0,0,0,r,BWP,Wipes,Wipes 6x,Wipes 6x,2018.01.01,2019.12.31,,
81484124,PA BW FC AR2 2x6x64 CEEMEA exMQZ {CS} [81484124] (4015400439288),4015400439288,0,0,0,r,BWP,Wipes,Wipes 6x,Wipes 6x,2018.01.01,2019.12.31,,
81493635,PA BW NC FF AR2 2X6X64 SRP CEEMEA exEUS {CS} [81493635] (4015400689089),4015400689089,0,0,0,r,BWP,Wipes,Wipes 6x,Wipes 6x,2018.01.01,2019.12.31,,
81551142,PA BW FC AR3 2x6x64 SRP CEEMEA exEUS {CS} [81551142] (4015400439288),4015400439288,0,0,0,r,BWP,Wipes,Wipes 6x,Wipes 6x,2018.01.01,2019.12.31,,
81551143,PA BW FC AR3 2x6x64 SRP CEEMEA exMQZ {CS} [81551143] (4015400439288),4015400439288,0,0,0,r,BWP,Wipes,Wipes 6x,Wipes 6x,2018.01.01,2019.12.31,,
81551850,PA BW SN AR3 2x6x56 SRP CEEMEA exMQZ {CS} [81551850] (4015400636731),4015400636731,0,0,0,r,BWP,Wipes,Wipes 6x,Wipes 6x,2018.01.01,2019.12.31,,
81551851,PA BW SN AR3 2x6x56 SRP CEEMEA exEUS {CS} [81551851] (4015400636731),4015400636731,0,0,0,r,BWP,Wipes,Wipes 6x,Wipes 6x,2018.01.01,2019.12.31,,
81554447,PA BW NC FF AR3 2X6X64 SRP EMEA {CS} [81554447] (4015400689089),4015400689089,0,0,0,r,BWP,Wipes,Wipes 6x,Wipes 6x,2018.01.01,2019.12.31,,
81563388,PA BW SN AR3 9x56 MEGA CEEMEA exEUS {CS} [81563388] (4015400622253),4015400622253,0,0,0,r,BWP,Wipes,Wipes 9x,Wipes 9x,2018.01.01,2019.12.31,,
81563389,PA BW SN AR3 9x56 MEGA CEEMEA exMQZ {CS} [81563389] (4015400622253),4015400622253,0,0,0,r,BWP,Wipes,Wipes 9x,Wipes 9x,2018.01.01,2019.12.31,,
81565070,PA BW FC AR3 9x64 MEGA CEEMEA exEUS {CS} [81565070] (4015400622567),4015400622567,0,0,0,r,BWP,Wipes,Wipes 9x,Wipes 9x,2018.01.01,2019.12.31,,
81565071,PA BW FC AR3 9x64 MEGA CEEMEA exMQZ {CS} [81565071] (4015400622567),4015400622567,0,0,0,r,BWP,Wipes,Wipes 9x,Wipes 9x,2018.01.01,2019.12.31,,
81605028,PA BW DRP (48XSN56+72XFC64) AR3 CEN {CS} [81605028] (8001090180063),8001090180063,0,0,0,r,BWP,Wipes,Wipes DRP,Wipes DRP,2018.01.01,2019.12.31,,
81605029,PA BW DRP (48XSN56+72XFC64) AR3 CES {CS} [81605029] (8001090180063),8001090180063,0,0,0,r,BWP,Wipes,Wipes DRP,Wipes DRP,2018.01.01,2019.12.31,,
81630299,PA ABD M6 S4 1x106 MBM CEE BB {CS} [81630299] (4015400737254),4015400737254,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81630301,PA ABD M6 S4 1x106 MBM CEE GYO BB {CS} [81630301] (4015400737254),4015400737254,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81630307,PA ABD M6 S4 2x49 VP CEE DCT BB {CS} [81630307] (4015400735649),4015400735649,0,0,0,r,DPR,BSOD,BSOD Value Pack,BSOD Value Pack,2018.01.01,2019.12.31,,
81630311,PA ABD M6 S4P 1x96 MBM CEE BB {CS} [81630311] (4015400737292),4015400737292,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81630313,PA ABD M6 S4P 1x96 MBM CEE GYO BB {CS} [81630313] (4015400737292),4015400737292,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81630314,PA ABD M6 S4P 2x53 VPP CEE BB {CS} [81630314] (8001090388612),8001090388612,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81630500,PA SRP ABD M6 S4 8x36 CP PL HU HR {CS} [81630500] (8001090389763),8001090389763,0,0,0,r,DPR,BSOD,BSOD Carry Pack SRP,BSOD Carry Pack SRP,2018.01.01,2019.12.31,,
81630501,PA SRP ABD M6 S3 8x42 CP PL HU HR {CS} [81630501] (8001090389794),8001090389794,0,0,0,r,DPR,BSOD,BSOD Carry Pack SRP,BSOD Carry Pack SRP,2018.01.01,2019.12.31,,
81636922,PA SRP PC PRNC (S1+S2) VP CEN {CS} [81636922] (4015400817659),4015400817659,0,0,0,r,DPR,Premium,Premium Value Pack SRP,Premium Value Pack SRP,2018.01.01,2019.12.31,,
81629727,PA PC PRNC S3 1x120 MB CE EUS {CS} [81629727] (4015400489368),4015400489368,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81630308,PA ABD M6 S4 2x49 VP CEE DCT GYO BB {CS} [81630308] (4015400735649),4015400735649,0,0,0,r,DPR,BSOD,BSOD Value Pack,BSOD Value Pack,2018.01.01,2019.12.31,,
81630309,PA ABD M6 S4 4x49 SRP CEE BB {CS} [81630309] (4015400737452),4015400737452,0,0,0,r,DPR,BSOD,BSOD Online Discounter VP SRP,BSOD Online Discounter VP SRP,2018.01.01,2019.12.31,,
81630315,PA ABD M6 S4P 2x53 VPP CEE GYO BB {CS} [81630315] (8001090388612),8001090388612,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81635078,PA NBD M6 S2 3x76 VPP HU/HR/CZ/SK {CS} [81635078] (8001090441164),8001090441164,0,0,0,r,DPR,BSOD,BSOD Offline VPP SRP,BSOD Offline VPP SRP,2018.01.01,2019.12.31,,
81636924,PA SRP 2xPC PRNC S2 2x80 VP CEN,4015400817710,0,0,0,r,DPR,Premium,Premium Value Pack SRP,Premium Value Pack SRP,2018.01.01,2019.12.31,,
81636925,PA SRP 2xPC PRNC S2 2x80 VP CES,4015400817710,0,0,0,r,DPR,Premium,Premium Value Pack SRP,Premium Value Pack SRP,2018.01.01,2019.12.31,,
81636923,PA SRP PC PRNC (S1 2X88+S2 2x80) VP CES,4015400817659,0,0,0,r,DPR,Premium,Premium Value Pack SRP,Premium Value Pack SRP,2018.01.01,2019.12.31,,
81636089,PA ABD M6 S6 1x124 MSB CEET,8001090448422,0,0,0,r,DPR,BSOD,BSOD Monthly Saving Box,BSOD Monthly Saving Box,2018.01.01,2019.12.31,,
81636087,PA ABD M6 S4P 1x152 MSB CEET,8001090448392,0,0,0,r,DPR,BSOD,BSOD Monthly Saving Box,BSOD Monthly Saving Box,2018.01.01,2019.12.31,,
81630310,PA ABD M6 S4 4x49 SRP CEE GYO BB,4015400737452,0,0,0,r,DPR,BSOD,BSOD Online Discounter VP SRP,BSOD Online Discounter VP SRP,2018.01.01,2019.12.31,,
81631824,PA ABD M6 S4 3x49 SRP CEE PTC,8001090402011,0,0,0,r,DPR,BSOD,BSOD Online Discounter VP SRP,BSOD Online Discounter VP SRP,2018.01.01,2019.12.31,,
81615760,PA ABD M6 S3 3x58 SRP CEE PTC,8001090256492,0,0,0,r,DPR,BSOD,BSOD Online Discounter VP SRP,BSOD Online Discounter VP SRP,2018.01.01,2019.12.31,,
81631828,PA ABD M6 S5 3x42 SRP CEE PTC,8001090402080,0,0,0,r,DPR,BSOD,BSOD Online Discounter VP SRP,BSOD Online Discounter VP SRP,2018.01.01,2019.12.31,,
81630324,PA ABD M6 S6 2x54 JP CEE BB,4015400244868,0,0,0,r,DPR,BSOD,BSOD Jumbo Pack,BSOD Jumbo Pack,2018.01.01,2019.12.31,,
81630450,PA ABD M6 S4 3x64 JP CEE PL,8001090278036,0,0,0,r,DPR,BSOD,BSOD Jumbo Pack DCT,BSOD Jumbo Pack DCT,2018.01.01,2019.12.31,,
81616901,PA ABD M6 S3 2x74 JP (PL),4015400736493,0,0,0,r,DPR,BSOD,BSOD Jumbo Pack DCT,BSOD Jumbo Pack DCT,2018.01.01,2019.12.31,,
81630305,PA ABD M6 S4 1x147 MBPlus CEE GYO BB,4015400737575,0,0,0,r,DPR,BSOD,BSOD MegaBox Plus,BSOD MegaBox Plus,2018.01.01,2019.12.31,,
81632047,PA SRP NBD M6 S2 8x43 CP PL HU HR,8001090404664,0,0,0,r,DPR,BSOD,BSOD Carry Pack SRP,BSOD Carry Pack SRP,2018.01.01,2019.12.31,,
81568904,PA NBD M6 S2 4x68 SRP CEE,4015400737377,0,0,0,r,DPR,BSOD,BSOD Value Pack SRP,BSOD Value Pack SRP,2018.01.01,2019.12.31,,
81615758,PA NBD M6 S2 3x68 SRP CEE PTC,8001090256430,0,0,0,r,DPR,BSOD,BSOD Online Discounter VP SRP,BSOD Online Discounter VP SRP,2018.01.01,2019.12.31,,
81627489,PA PT DT0 S3 4X26 CP CEET DT perf,4015400703976,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81627490,PA PT DT0 S3 2x60 JP CEET DT perf,4015400682875,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81627491,PA PT DT0 S3 1x120 MB CEET DT perf,4015400697176,0,0,0,r,DPR,Pants Mainline,Pants Mainline Mega Box,Pants Mainline Mega Box,2018.01.01,2019.12.31,,
81630499,PA SRP ABD M6 S5 8x28 CP PL HU HR {CS} [81630499] (8001090389732),8001090389732,0,0,0,r,DPR,BSOD,BSOD Carry Pack SRP,BSOD Carry Pack SRP,2018.01.01,2019.12.31,,
81634159,PA PC PRNC S0 2x38 PHP TPB,8001090434876,0,0,0,r,DPR,ProCare,ProCare PHP,ProCare PHP,2018.01.01,2019.12.31,,
81634160,PA PC PRNC S1 2x38 PHP,8001090434906,0,0,0,r,DPR,ProCare,ProCare PHP,ProCare PHP,2018.01.01,2019.12.31,,
81634161,PA PC PRNC S2 4x36 PHP,8001090434937,0,0,0,r,DPR,ProCare,ProCare PHP,ProCare PHP,2018.01.01,2019.12.31,,
81634162,PA PC PRNC S3 4x32 PHP,8001090434968,0,0,0,r,DPR,ProCare,ProCare PHP,ProCare PHP,2018.01.01,2019.12.31,,
81566664,PA Sleep&Play SF6 S3 3x58 VP CEE NOV {CS} [81566664] (4015400912521),4015400912521,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
81566841,PA Sleep&Play SF6 S4 4X50 VP CEE NOV {CS} [81566841] (4015400912613),4015400912613,0,0,0,r,DPR,S&P,S&P Value Pack,S&P Value Pack,2018.01.01,2019.12.31,,
